Outer Key,Inner Key (Tuple),Value
4750,"(0, 1)","['AL', -0.49234650256412027]"
4750,"(0, 2)","['AL', -0.8000318338542879]"
4750,"(0, 3)","['AD', -0.10878189066268804]"
4750,"(0, 4)","['AD', 0.3110596798540656]"
4750,"(1, 0)","['AU', -0.6175175046294654]"
4750,"(1, 1)","['AL', -0.8660033050128766]"
4750,"(1, 2)","['AL', -1.1707761618129142]"
4750,"(1, 3)","['AR', 0.190145367412397]"
4750,"(1, 4)","['AD', 1.2667777714680666]"
4750,"(2, 0)","['AU', -0.29933382536569464]"
4750,"(2, 4)","['AD', 1.5704568213039602]"
4750,"(3, 0)","['AU', -0.3292780371996724]"
4750,"(3, 1)","['AL', -0.9427731365901676]"
4750,"(3, 3)","['AR', 3.048849226677153]"
4750,"(3, 4)","['AD', 2.9755491575158484]"
4750,"(4, 0)","['AL', -1.1829870806416785]"
4750,"(4, 1)","['AU', -1.5566392270535048]"
4750,"(4, 2)","['AR', 0.8517400459098237]"
4750,"(4, 3)","['AU', 6.3449585516638045]"
5000,"(0, 0)","['AL', -0.15924777845190208]"
5000,"(0, 1)","['AL', -0.5103846604365554]"
5000,"(0, 2)","['AL', -0.8395891041235637]"
5000,"(0, 3)","['AD', -0.10949879566005247]"
5000,"(0, 4)","['AD', 0.34186048154052107]"
5000,"(1, 0)","['AU', -0.6236214625203986]"
5000,"(1, 1)","['AL', -0.878772846202205]"
5000,"(1, 2)","['AL', -1.208272790113727]"
5000,"(1, 3)","['AR', 0.1998833195448572]"
5000,"(1, 4)","['AD', 1.2782471819753505]"
5000,"(2, 0)","['AU', -0.312646361848745]"
5000,"(2, 4)","['AD', 1.5795632127733608]"
5000,"(3, 0)","['AU', -0.3471457366481714]"
5000,"(3, 1)","['AL', -0.9815727256404103]"
5000,"(3, 3)","['AR', 3.1120682247824156]"
5000,"(3, 4)","['AD', 2.985841885119213]"
5000,"(4, 0)","['AL', -1.2436262013239583]"
5000,"(4, 1)","['AU', -1.598238434368767]"
5000,"(4, 2)","['AR', 0.8955598660818107]"
5000,"(4, 3)","['AU', 6.374905863361134]"
5250,"(0, 0)","['AL', -0.16927309591284137]"
5250,"(0, 1)","['AL', -0.5280870581690836]"
5250,"(0, 2)","['AL', -0.8757159792293072]"
5250,"(0, 3)","['AD', -0.10811563768388961]"
5250,"(0, 4)","['AD', 0.3633697556541831]"
5250,"(1, 0)","['AU', -0.6310109337414528]"
5250,"(1, 1)","['AL', -0.8916337952831689]"
5250,"(1, 2)","['AL', -1.2453935879925546]"
5250,"(1, 3)","['AR', 0.20727914838354575]"
5250,"(1, 4)","['AD', 1.2887621246700973]"
5250,"(2, 0)","['AU', -0.32563242460814434]"
5250,"(2, 4)","['AD', 1.5892306292195553]"
5250,"(3, 0)","['AU', -0.3650865612924435]"
5250,"(3, 1)","['AL', -1.018246250625974]"
5250,"(3, 3)","['AR', 3.177488427039593]"
5250,"(3, 4)","['AD', 2.9957501090282874]"
5250,"(4, 0)","['AL', -1.2931526857506208]"
5250,"(4, 1)","['AU', -1.638187910389228]"
5250,"(4, 2)","['AR', 0.9426448921482687]"
5250,"(4, 3)","['AU', 6.402636321608186]"
5500,"(0, 0)","['AL', -0.17845280646862283]"
5500,"(0, 1)","['AL', -0.5475646983179407]"
5500,"(0, 2)","['AL', -0.9100152271413576]"
5500,"(0, 3)","['AD', -0.099607141978106]"
5500,"(0, 4)","['AD', 0.3866063148479369]"
5500,"(1, 0)","['AU', -0.6382532339435589]"
5500,"(1, 1)","['AL', -0.9072289863213799]"
5500,"(1, 2)","['AL', -1.27805195806151]"
5500,"(1, 3)","['AR', 0.21458649644408184]"
5500,"(1, 4)","['AD', 1.2973851366662619]"
5500,"(2, 0)","['AU', -0.33967647461936357]"
5500,"(2, 4)","['AD', 1.5988092895277586]"
5500,"(3, 0)","['AU', -0.3815913153383827]"
5500,"(3, 1)","['AL', -1.0451471957830611]"
5500,"(3, 3)","['AR', 3.2342265228220026]"
5500,"(3, 4)","['AD', 3.0057434568545034]"
5500,"(4, 0)","['AL', -1.3403680952860322]"
5500,"(4, 1)","['AU', -1.6700984482703092]"
5500,"(4, 2)","['AR', 0.9883743931529416]"
5500,"(4, 3)","['AU', 6.434492434561795]"
5750,"(0, 0)","['AL', -0.18781981135638467]"
5750,"(0, 1)","['AL', -0.5663129186609133]"
5750,"(0, 2)","['AL', -0.9462934918805093]"
5750,"(0, 3)","['AD', -0.09564618775306655]"
5750,"(0, 4)","['AD', 0.41407745896103315]"
5750,"(1, 0)","['AU', -0.6452339657837438]"
5750,"(1, 1)","['AL', -0.9196106531981622]"
5750,"(1, 2)","['AL', -1.3123385891130712]"
5750,"(1, 3)","['AR', 0.22537314134000494]"
5750,"(1, 4)","['AD', 1.3061487821360316]"
5750,"(2, 0)","['AU', -0.3523779470542779]"
5750,"(2, 4)","['AD', 1.6088463224548704]"
5750,"(3, 0)","['AU', -0.39799276132632255]"
5750,"(3, 1)","['AL', -1.0850048920959308]"
5750,"(3, 3)","['AR', 3.2936005898013905]"
5750,"(3, 4)","['AD', 3.016014919147903]"
5750,"(4, 0)","['AL', -1.3846935975192438]"
5750,"(4, 1)","['AU', -1.708733837570611]"
5750,"(4, 2)","['AR', 1.0267149337953274]"
