Outer Key,Inner Key (Tuple),Value
2750,"(3, 0)","['AD', 0.11545323367146772]"
2750,"(3, 1)","['AD', 0.1510094563369916]"
2750,"(3, 3)","['AU', 1.7105080915175292]"
2750,"(3, 4)","['AD', 5.33956514465228]"
2750,"(4, 0)","['AR', 0.13048961825809308]"
2750,"(4, 1)","['AR', 0.4925156516920412]"
2750,"(4, 2)","['AL', 0.7744600480112842]"
2750,"(4, 3)","['AL', 0.2559600001742404]"
3000,"(0, 0)","['AD', -0.08482822208756668]"
3000,"(0, 1)","['AL', -0.08704306062443606]"
3000,"(0, 2)","['AD', -0.26497598297076713]"
3000,"(0, 3)","['AD', -0.08581252487754104]"
3000,"(0, 4)","['AD', 0.6293640049648507]"
3000,"(1, 0)","['AD', -0.006919250267460845]"
3000,"(1, 1)","['AD', -0.031056059474055965]"
3000,"(1, 2)","['AL', -0.24957410168754984]"
3000,"(1, 3)","['AD', 0.7935806192065511]"
3000,"(1, 4)","['AD', 1.3964273460716072]"
3000,"(2, 0)","['AD', 0.0716839158014431]"
3000,"(2, 1)","['AD', 0.09909603630537948]"
3000,"(2, 3)","['AR', 2.512041012487636]"
3000,"(2, 4)","['AD', 2.4996008989892196]"
3000,"(3, 0)","['AD', 0.11595415526807404]"
3000,"(3, 1)","['AD', 0.15120218618133513]"
3000,"(3, 3)","['AU', 1.7928577030709638]"
3000,"(3, 4)","['AD', 5.349698398164826]"
3000,"(4, 0)","['AR', 0.13159967449968338]"
3000,"(4, 1)","['AR', 0.4925806417472737]"
3000,"(4, 2)","['AL', 0.7747642159751693]"
3000,"(4, 3)","['AL', 0.2673951229096677]"
3250,"(0, 0)","['AD', -0.09003847543944414]"
3250,"(0, 1)","['AL', -0.09137833215014259]"
3250,"(0, 2)","['AD', -0.28039275962114996]"
3250,"(0, 3)","['AD', -0.07888296065147288]"
3250,"(0, 4)","['AD', 0.6856889093654202]"
3250,"(1, 0)","['AD', -0.006101767183430481]"
3250,"(1, 1)","['AD', -0.029503455638044202]"
3250,"(1, 2)","['AL', -0.25162714084358967]"
3250,"(1, 3)","['AD', 0.8158149862338608]"
3250,"(1, 4)","['AD', 1.420079649996244]"
3250,"(2, 0)","['AD', 0.07216003972865737]"
3250,"(2, 1)","['AD', 0.1003405932492853]"
3250,"(2, 3)","['AR', 2.5381522633172517]"
3250,"(2, 4)","['AD', 2.5101304956018025]"
3250,"(3, 0)","['AD', 0.11659772927343376]"
3250,"(3, 1)","['AD', 0.15200016373062555]"
3250,"(3, 3)","['AU', 1.8725851540318097]"
3250,"(3, 4)","['AD', 5.359455239572313]"
3250,"(4, 0)","['AR', 0.1320870554638228]"
3250,"(4, 1)","['AR', 0.49334325086847836]"
3250,"(4, 2)","['AL', 0.7772158403085359]"
3250,"(4, 3)","['AL', 0.28112702629563113]"
3500,"(0, 0)","['AD', -0.09349818087183358]"
3500,"(0, 1)","['AL', -0.09189036982215198]"
3500,"(0, 2)","['AD', -0.30022412848046653]"
3500,"(0, 3)","['AD', -0.07539301211154971]"
3500,"(0, 4)","['AD', 0.7277419105667357]"
3500,"(1, 0)","['AD', -0.004028463427852387]"
3500,"(1, 1)","['AD', -0.02783367955493673]"
3500,"(1, 2)","['AL', -0.25537346947923933]"
3500,"(1, 3)","['AD', 0.838541180095594]"
3500,"(1, 4)","['AD', 1.4459689349099207]"
3500,"(2, 0)","['AD', 0.07305983682900864]"
3500,"(2, 1)","['AD', 0.10179163157146487]"
3500,"(2, 3)","['AR', 2.5641070295319657]"
3500,"(2, 4)","['AD', 2.52185308934255]"
3500,"(3, 0)","['AD', 0.11767734323808061]"
3500,"(3, 1)","['AD', 0.15281736163833237]"
3500,"(3, 3)","['AU', 1.943482844807044]"
3500,"(3, 4)","['AD', 5.369733930180074]"
3500,"(4, 0)","['AR', 0.13298465059586534]"
3500,"(4, 1)","['AR', 0.49477412374813196]"
3500,"(4, 2)","['AL', 0.7783921265908069]"
3500,"(4, 3)","['AL', 0.29062832305067954]"
3750,"(0, 0)","['AD', -0.09552942943908879]"
3750,"(0, 1)","['AL', -0.0894562575538702]"
3750,"(0, 2)","['AD', -0.31386311060336247]"
3750,"(0, 3)","['AD', -0.07299100946353881]"
3750,"(0, 4)","['AD', 0.7727126471716091]"
3750,"(1, 0)","['AD', -0.0025707378367015327]"
3750,"(1, 1)","['AD', -0.026661194014663384]"
3750,"(1, 2)","['AL', -0.25804142076069214]"
3750,"(1, 3)","['AD', 0.8571962769430143]"
3750,"(1, 4)","['AD', 1.470593154444544]"
3750,"(2, 0)","['AD', 0.07415458332035499]"
3750,"(2, 1)","['AD', 0.10249849298473075]"
3750,"(2, 3)","['AR', 2.59099545892765]"
3750,"(2, 4)","['AD', 2.532256478088836]"
3750,"(3, 0)","['AD', 0.1179063719253908]"
3750,"(3, 1)","['AD', 0.1543401304650362]"
3750,"(3, 3)","['AU', 2.025645088668257]"
3750,"(3, 4)","['AD', 5.380244659987675]"
3750,"(4, 0)","['AR', 0.13342330540992467]"
3750,"(4, 1)","['AR', 0.49458343126315246]"
3750,"(4, 2)","['AL', 0.7785299089211926]"
3750,"(4, 3)","['AL', 0.3072638157797487]"
4000,"(0, 0)","['AD', -0.09904702655435446]"
4000,"(0, 1)","['AL', -0.08983503883191914]"
4000,"(0, 2)","['AD', -0.33002727597157466]"
4000,"(0, 3)","['AD', -0.06562657904181754]"
4000,"(0, 4)","['AD', 0.8243225808432326]"
4000,"(1, 0)","['AD', -0.0019466188575504898]"
4000,"(1, 1)","['AD', -0.026498556251983527]"
4000,"(1, 2)","['AL', -0.26042877628749284]"
4000,"(1, 3)","['AD', 0.8795757606520989]"
4000,"(1, 4)","['AD', 1.492904191017223]"
4000,"(2, 0)","['AD', 0.0745443987244829]"
4000,"(2, 1)","['AD', 0.10325085315972621]"
4000,"(2, 3)","['AR', 2.6139705879825716]"
4000,"(2, 4)","['AD', 2.5429732574883963]"
4000,"(3, 0)","['AD', 0.11823815831298885]"
4000,"(3, 1)","['AD', 0.15529144579903295]"
4000,"(3, 3)","['AU', 2.1046417410165317]"
4000,"(3, 4)","['AD', 5.390828139330846]"
4000,"(4, 0)","['AR', 0.1332602967975015]"
4000,"(4, 1)","['AR', 0.49551279855735136]"
4000,"(4, 2)","['AL', 0.7777566043035197]"
4000,"(4, 3)","['AL', 0.31775874274281224]"
4250,"(0, 0)","['AD', -0.10036795552088004]"
4250,"(0, 1)","['AL', -0.08975115344991917]"
4250,"(0, 2)","['AD', -0.3458940539388569]"
4250,"(0, 3)","['AD', -0.058743255881374246]"
4250,"(0, 4)","['AD', 0.8787341341917491]"
4250,"(1, 0)","['AD', -0.0011986870530157586]"
4250,"(1, 1)","['AD', -0.02600587857187659]"
4250,"(1, 2)","['AL', -0.2618207974846219]"
4250,"(1, 3)","['AD', 0.9026176629047071]"
4250,"(1, 4)","['AD', 1.5164301078977183]"
4250,"(2, 0)","['AD', 0.0754970296092285]"
4250,"(2, 1)","['AD', 0.10409478157066814]"
4250,"(2, 3)","['AR', 2.6408437999165773]"
4250,"(2, 4)","['AD', 2.5538291270538016]"
4250,"(3, 0)","['AD', 0.11846733135109766]"
4250,"(3, 1)","['AD', 0.155799097127333]"
4250,"(3, 3)","['AU', 2.169858880855081]"
4250,"(3, 4)","['AD', 5.400819161869682]"
4250,"(4, 0)","['AR', 0.1342041963758148]"
4250,"(4, 1)","['AR', 0.49595899501303975]"
4250,"(4, 2)","['AL', 0.7787348784178748]"
4250,"(4, 3)","['AL', 0.3240645467272051]"
4500,"(0, 0)","['AD', -0.10347405905514728]"
4500,"(0, 1)","['AL', -0.08660946067981766]"
4500,"(0, 2)","['AD', -0.36089543774712957]"
4500,"(0, 3)","['AD', -0.0428213268164469]"
4500,"(0, 4)","['AD', 0.9273531092046179]"
4500,"(1, 0)","['AD', -0.0004894918469161834]"
